sample_id	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	FamilyKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)
sample_50	257644	232186	231063	289	0.001097	229	f	7803	Carnivora	Mustelidae	Ictonyx_striatus	best	1	0.0001	1	1	35	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_50	257644	232186	231063	295	0.004417	27.3	f	3	Primates	Hylobatidae	Hoolock_tianxing	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_50	257644	232186	231063	316	0.006814	431	f	1757	Artiodactyla	Suidae	Sus_scrofa	fixed	1751	0.9965	5	350.2	571	-	-	3.47	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_50	257644	232186	231063	453	0.003579	367	f	2857	Carnivora	Canidae	Canis_lupus_familiaris	fixed	2817	0.9859	6	469.5	473	-	-	4.16	-	0	0	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_50	257644	232186	231063	667	0.001264	3.45	f	209	Primates	Cercopithecidae	Macaca_tonkeana	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_50	257644	232186	231063	8984	0.1262	548	f	52855	Primates	Hominidae	Homo_sapiens	fixed	51217	0.969	133	385.0902	11949	-	-	92.36	-	0	0	0.0 (0.0,11.9)	0.0 (0.0,14.2)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_51	334028	293026	291453	10157	0.1427	409	f	49041	Primates	Hominidae	Homo_sapiens	fixed	47568	0.9699	255	186.5411	14601	-	-	98.45	-	0	0	0.0 (0.0,5.3)	0.0 (0.0,5.4)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_51	334028	293026	291453	131	0.000221	8.61	f	155	Rodentia	Cricetidae	Microtus_ochrogaster	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_51	334028	293026	291453	143	0.0002556	21.1	f	38	Rodentia	Sciuridae	Petaurista_alborufus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_51	334028	293026	291453	145	0.0004122	242	f	1801	Eulipotyphla	Soricidae	Sorex_gracillimus	best	1	0.0005	1	1	36	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_51	334028	293026	291453	150	0.002053	18.9	f	175	Rodentia	Anomaluridae	Anomalurus_derbianus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_51	334028	293026	291453	154	0.0004796	178	f	837	Chiroptera	Pteropodidae	Balionycteris_maculata	best	1	0.0011	1	1	152	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_51	334028	293026	291453	159	0.0003471	10.7	f	251	Chiroptera	Vespertilionidae	Myotis_myotis	best	1	0.0039	1	1	166	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_51	334028	293026	291453	162	0.0004239	14.8	f	356	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_51	334028	293026	291453	162	0.002316	154	f	2880	Primates	Lemuridae	Eulemur_rubriventer	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_51	334028	293026	291453	254	0.003804	25.6	f	412	Primates	Hylobatidae	Hylobates_lar	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_51	334028	293026	291453	268	0.002118	109	f	459	Carnivora	Canidae	Canis_lupus_familiaris	fixed	251	0.5468	1	251	190	-	-	0.38	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_51	334028	293026	291453	277	0.001255	26.1	f	1095	Primates	Cebidae	Leontopithecus_rosalia	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_51	334028	293026	291453	299	0.002522	234	f	5981	Dasyuromorphia	Dasyuridae	Phascolosorex_doriae	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_51	334028	293026	291453	334	0.007202	124	f	418	Artiodactyla	Suidae	Sus_scrofa	fixed	412	0.9856	3	137.3333	620	-	-	1.15	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_51	334028	293026	291453	395	0.001499	372	f	10512	Carnivora	Mustelidae	Mustela_kathiah	best	12	0.0011	9	1.3333	77	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_51	334028	293026	291453	678	0.001285	16.7	f	396	Primates	Cercopithecidae	Macaca_radiata	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_52	346187	309522	308691	135	0.0006713	3.16	f	19	Carnivora	Felidae	Felis_catus	fixed	0	0	0	0	0	-	-	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_52	346187	309522	308691	136	0.0004236	32.5	f	1016	Chiroptera	Pteropodidae	Myonycteris_relicta	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_52	346187	309522	308691	165	0.0003602	53.5	f	44	Chiroptera	Vespertilionidae	Myotis_dominicensis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_52	346187	309522	308691	165	0.000469	88.7	f	855	Eulipotyphla	Soricidae	Sorex_sinalis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_52	346187	309522	308691	184	0.0004814	11.6	f	183	Chiroptera	Phyllostomidae	Lophostoma_brasiliense	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_52	346187	309522	308691	188	0.001586	75.2	f	2130	Dasyuromorphia	Dasyuridae	Antechinus_flavipes	best	1	0.0004	1	1	67	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_52	346187	309522	308691	2038	0.0161	1170	f	24229	Carnivora	Canidae	Canis_lupus_familiaris	fixed	24054	0.9927	22	1093.3636	1955	-	-	17.05	-	1	1	50.0 (1.3,98.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_52	346187	309522	308691	212	0.0003576	6.96	f	126	Rodentia	Cricetidae	Neotomodon_alstoni	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_52	346187	309522	308691	233	0.0004164	6.45	f	3	Rodentia	Sciuridae	Sciurus_carolinensis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_52	346187	309522	308691	287	0.0004915	23.8	f	27	Artiodactyla	Bovidae	Cephalophus_leucogaster	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_52	346187	309522	308691	299	0.0003154	3.31	f	40	Rodentia	Muridae	Meriones_meridianus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_52	346187	309522	308691	385	0.001745	30.4	f	1117	Primates	Cebidae	Leontopithecus_rosalia	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_52	346187	309522	308691	443	0.001681	88.1	f	3993	Carnivora	Mustelidae	Martes_zibellina	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_52	346187	309522	308691	6833	0.09599	1000	f	69545	Primates	Hominidae	Homo_sapiens	fixed	67451	0.9698	107	630.3831	8830	-	-	82.94	-	0	1	0.0 (0.0,14.2)	0.0 (0.0,15.4)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_52	346187	309522	308691	884	0.001675	14.8	f	112	Primates	Cercopithecidae	Macaca_tonkeana	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_53	138415	126421	126341	135	0.0005123	189	f	6434	Carnivora	Mustelidae	Lutra_sumatrana	best	1	0.0001	1	1	103	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_53	138415	126421	126341	166	0.002332	621	f	976	Primates	Hominidae	Homo_sapiens	fixed	974	0.9979	2	487	171	-	-	22.22	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_53	138415	126421	126341	600	0.004741	2070	f	28509	Carnivora	Canidae	Canis_lupus_familiaris	fixed	27002	0.9471	7	3857.4285	766	-	-	77.77	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_54	166526	144586	144183	132	0.001977	191	f	4	Primates	Hylobatidae	Nomascus_siki	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_54	166526	144586	144183	1438	0.0202	2460	f	28619	Primates	Hominidae	Homo_sapiens	fixed	27394	0.9571	16	1712.125	1440	-	-	47.05	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,45.9)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_54	166526	144586	144183	154	0.0002637	3.04	f	18	Artiodactyla	Bovidae	Hippotragus_equinus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_54	166526	144586	144183	171	0.0004474	19.9	f	6	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_54	166526	144586	144183	175	0.0001846	3.48	f	4	Rodentia	Muridae	Mus_baoulei	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_54	166526	144586	144183	203	0.0003424	2.4	f	27	Rodentia	Cricetidae	Neotomodon_alstoni	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_54	166526	144586	144183	227	0.001029	15.1	f	491	Primates	Cebidae	Leontopithecus_rosalia	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_54	166526	144586	144183	262	0.0009942	39.3	f	2207	Carnivora	Mustelidae	Martes_zibellina	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_54	166526	144586	144183	2667	0.02107	1450	f	36752	Carnivora	Canidae	Canis_lupus_familiaris	fixed	33202	0.9034	18	1844.5555	2647	-	-	52.94	-	0	0	0.0 (0.0,60.2)	0.0 (0.0,41.0)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_55	66838	52721	52264	134	0.001059	131	f	187	Carnivora	Canidae	Canis_lupus_familiaris	fixed	178	0.9518	1	178	205	-	-	6.25	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_55	66838	52721	52264	150	0.001265	84.9	f	1480	Dasyuromorphia	Dasyuridae	Antechinus_flavipes	best	1	0.0006	1	1	51	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_55	66838	52721	52264	167	0.0006337	204	f	2931	Carnivora	Mustelidae	Ictonyx_striatus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_55	66838	52721	52264	1933	0.02716	435	f	7317	Primates	Hominidae	Homo_sapiens	fixed	6833	0.9338	15	455.5333	2466	-	-	93.75	-	0	0	0.0 (0.0,60.2)	0.0 (0.0,52.2)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_56	139387	115361	114809	159	0.0002842	3.32	f	4	Rodentia	Sciuridae	Tamiops_maritimus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_56	139387	115361	114809	171	0.0002885	13.9	f	59	Rodentia	Cricetidae	Ondatra_zibethicus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_56	139387	115361	114809	182	0.000192	8.54	f	9	Rodentia	Muridae	Mus_musculus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_56	139387	115361	114809	211	0.0009562	8.98	f	784	Primates	Cebidae	Leontopithecus_rosalia	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_56	139387	115361	114809	2895	0.04067	357	f	10831	Primates	Hominidae	Homo_sapiens	fixed	9826	0.9072	26	377.923	4022	-	-	50	-	0	0	0.0 (0.0,33.6)	0.0 (0.0,28.5)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_56	139387	115361	114809	3154	0.02492	654	f	18538	Carnivora	Canidae	Canis_lupus_familiaris	fixed	17895	0.9653	26	688.2692	3390	-	-	50	-	0	0	0.0 (0.0,45.9)	0.0 (0.0,41.0)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_56	139387	115361	114809	331	0.0006272	3.12	f	33	Primates	Cercopithecidae	Trachypithecus_cristatus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_56	139387	115361	114809	369	0.0014	34.2	f	2175	Carnivora	Mustelidae	Martes_zibellina	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_57	196146	172697	171233	132	0.0005767	9.7	f	276	Rodentia	Echimyidae	Proechimys_goeldii	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_57	196146	172697	171233	137	0.001514	31.9	f	166	Carnivora	Phocidae	Phoca_fasciata	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_57	196146	172697	171233	140	0.0002502	8.05	f	19	Rodentia	Sciuridae	Tamiops_maritimus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_57	196146	172697	171233	142	0.0002395	16.3	f	104	Rodentia	Cricetidae	Microtus_fortis_calamorum	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_57	196146	172697	171233	157	0.0003427	18.1	f	539	Chiroptera	Vespertilionidae	Myotis_riparius	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_57	196146	172697	171233	159	0.000416	10.1	f	357	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_57	196146	172697	171233	174	0.002606	7.89	f	90	Primates	Hylobatidae	Hylobates_agilis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_57	196146	172697	171233	207	0.0009381	32.4	f	1385	Primates	Cebidae	Leontopithecus_rosalia	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_57	196146	172697	171233	212	0.001788	106	f	2533	Dasyuromorphia	Dasyuridae	Antechinus_flavipes	best	3	0.0011	3	1	64	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_57	196146	172697	171233	237	0.0004059	7.11	f	107	Artiodactyla	Bovidae	Bos_primigenius	best	5	0.0467	1	5	198	1	198	0.27	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_57	196146	172697	171233	293	0.006318	2.44	f	25	Artiodactyla	Suidae	Sus_scrofa	fixed	4	0.16	2	2	521	-	-	0.55	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_57	196146	172697	171233	332	0.00126	142	f	4267	Carnivora	Mustelidae	Mustela_kathiah	best	2	0.0004	2	1	52	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_57	196146	172697	171233	336	0.0006367	5.34	f	137	Primates	Cercopithecidae	Macaca_tonkeana	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_57	196146	172697	171233	6500	0.05136	262	f	27900	Carnivora	Canidae	Canis_lupus_familiaris	fixed	21678	0.7769	199	108.9346	10153	-	-	54.97	-	0	7	0.0 (0.0,5.3)	0.0 (0.0,8.0)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_57	196146	172697	171233	7913	0.1112	231	f	25797	Primates	Hominidae	Homo_sapiens	fixed	24424	0.9467	160	152.65	11763	-	-	44.19	-	0	1	0.0 (0.0,13.7)	0.0 (0.0,8.0)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_58	8621	5100	4665	588	0.00826	4.46	f	45	Primates	Hominidae	Homo_sapiens	fixed	39	0.8666	5	7.8	735	-	-	100	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	132	0.0006665	3.79	f	56	Primates	Cheirogaleidae	Microcebus_margotmarshae	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	133	0.001751	6.34	f	99	Lagomorpha	Ochotonidae	Ochotona_coreana	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	134	0.000853	10.5	f	69	Eulipotyphla	Talpidae	Mogera_robusta	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	135	0.003032	185	f	773	Macroscelidea	Macroscelididae	Elephantulus_edwardii	best	1	0.0012	1	1	68	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	1391	0.002636	3.93	f	391	Primates	Cercopithecidae	Macaca_fascicularis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	14493	0.2036	406	f	62035	Primates	Hominidae	Homo_sapiens	fixed	60777	0.9797	3652	16.6421	16568	-	-	94.05	-	8	15	0.6 (0.2,1.3)	0.3 (0.1,0.9)	0.0 (0.0,97.5)	0.0 (0.0,84.2)
sample_59	321798	294296	293047	148	0.0007486	13.6	f	72	Artiodactyla	Cervidae	Cervus_elaphus	best	32	0.4444	1	32	148	1	148	0.02	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	156	0.001703	131	f	1651	Rodentia	Dipodidae	Stylodipus_telum	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	158	0.002162	19	f	289	Rodentia	Anomaluridae	Anomalurus_derbianus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	175	0.0008702	6.28	f	52	Carnivora	Felidae	Felis_catus	fixed	0	0	0	0	0	-	-	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	182	0.001965	70.1	f	735	Carnivora	Ursidae	Ursus_americanus	best	1	0.0013	1	1	171	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	184	0.001292	3.15	f	28	Primates	Pitheciidae	Plecturocebus_cupreus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	212	0.003031	59.3	f	1351	Primates	Lemuridae	Eulemur_rubriventer	best	1	0.0007	1	1	45	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	225	0.000983	10.2	f	167	Rodentia	Echimyidae	Proechimys_goeldii	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	232	0.0005065	8.84	f	206	Chiroptera	Vespertilionidae	Myotis_riparius	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	248	0.00274	21.9	f	529	Carnivora	Phocidae	Monachus_monachus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	282	0.0008783	8.8	f	143	Chiroptera	Pteropodidae	Rousettus_leschenaultii	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	302	0.0008585	182	f	2405	Eulipotyphla	Soricidae	Sorex_minutissimus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	342	0.0008948	5.85	f	246	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	355	0.0006345	3.84	f	148	Rodentia	Sciuridae	Dremomys_pernyi	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	360	0.003036	115	f	3690	Dasyuromorphia	Dasyuridae	Antechinus_flavipes	best	13	0.0035	7	1.8571	82	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	437	0.006544	8.34	f	56	Primates	Hylobatidae	Hylobates_lar	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	465	0.002107	8.69	f	776	Primates	Cebidae	Leontopithecus_rosalia	best	1	0.0012	1	1	53	1	53	0.02	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	497	0.0005242	4.55	f	201	Rodentia	Muridae	Rattus_norvegicus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	513	0.0008654	6.46	f	329	Rodentia	Cricetidae	Microtus_arvalis	best	25	0.0759	3	8.3333	466	3	466	0.07	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	661	0.002508	153	f	8527	Carnivora	Mustelidae	Mustela_kathiah	best	3	0.0003	3	1	65	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_59	321798	294296	293047	7136	0.05638	49.7	f	4643	Carnivora	Canidae	Canis_lupus_familiaris	fixed	3638	0.7835	211	17.2417	12194	-	-	5.43	-	0	1	0.0 (0.0,9.3)	0.0 (0.0,7.0)	N/A (N/A,N/A)	N/A (N/A,N/A)
